2020;1;1;7:22;15:51
2020;1;2;7:22;15:52
2020;1;3;7:22;15:53
2020;1;4;7:21;15:54
2020;1;5;7:21;15:55
2020;1;6;7:21;15:56
2020;1;7;7:21;15:57
2020;1;8;7:21;15:58
2020;1;9;7:20;16:00
2020;1;10;7:20;16:01
2020;1;11;7:20;16:02
2020;1;12;7:19;16:03
2020;1;13;7:19;16:05
2020;1;14;7:18;16:06
2020;1;15;7:17;16:07
2020;1;16;7:17;16:09
2020;1;17;7:16;16:10
2020;1;18;7:15;16:11
2020;1;19;7:15;16:13
2020;1;20;7:14;16:14
2020;1;21;7:13;16:16
2020;1;22;7:12;16:17
2020;1;23;7:11;16:19
2020;1;24;7:10;16:20
2020;1;25;7:09;16:22
2020;1;26;7:08;16:23
2020;1;27;7:07;16:25
2020;1;28;7:06;16:26
2020;1;29;7:05;16:28
2020;1;30;7:03;16:29
2020;1;31;7:02;16:31
2020;2;1;7:01;16:32
2020;2;2;7:00;16:34
2020;2;3;6:58;16:36
2020;2;4;6:57;16:37
2020;2;5;6:56;16:39
2020;2;6;6:54;16:40
2020;2;7;6:53;16:42
2020;2;8;6:51;16:43
2020;2;9;6:50;16:45
2020;2;10;6:48;16:47
2020;2;11;6:47;16:48
2020;2;12;6:45;16:50
2020;2;13;6:44;16:51
2020;2;14;6:42;16:53
2020;2;15;6:40;16:54
2020;2;16;6:39;16:56
2020;2;17;6:37;16:58
2020;2;18;6:35;16:59
2020;2;19;6:34;17:01
2020;2;20;6:32;17:02
2020;2;21;6:30;17:04
2020;2;22;6:28;17:05
2020;2;23;6:27;17:07
2020;2;24;6:25;17:08
2020;2;25;6:23;17:10
2020;2;26;6:21;17:11
2020;2;27;6:19;17:13
2020;2;28;6:18;17:14
2020;2;29;6:16;17:16
2020;3;1;6:14;17:17
2020;3;2;6:12;17:19
2020;3;3;6:10;17:20
2020;3;4;6:08;17:22
2020;3;5;6:06;17:23
2020;3;6;6:04;17:25
2020;3;7;6:02;17:26
2020;3;8;6:00;17:28
2020;3;9;5:58;17:29
2020;3;10;5:56;17:31
2020;3;11;5:54;17:32
2020;3;12;5:52;17:34
2020;3;13;5:50;17:35
2020;3;14;5:48;17:37
2020;3;15;5:46;17:38
2020;3;16;5:44;17:39
2020;3;17;5:42;17:41
2020;3;18;5:40;17:42
2020;3;19;5:38;17:44
2020;3;20;5:36;17:45
2020;3;21;5:34;17:47
2020;3;22;5:32;17:48
2020;3;23;5:30;17:49
2020;3;24;5:28;17:51
2020;3;25;5:26;17:52
2020;3;26;5:24;17:54
2020;3;27;5:22;17:55
2020;3;28;5:20;17:56
2020;3;29;6:18;18:58
2020;3;30;6:16;18:59
2020;3;31;6:14;19:01
2020;4;1;6:12;19:02
2020;4;2;6:10;19:04
2020;4;3;6:08;19:05
2020;4;4;6:06;19:06
2020;4;5;6:04;19:08
2020;4;6;6:02;19:09
2020;4;7;6:00;19:11
2020;4;8;5:58;19:12
2020;4;9;5:56;19:13
2020;4;10;5:54;19:15
2020;4;11;5:53;19:16
2020;4;12;5:51;19:18
2020;4;13;5:49;19:19
2020;4;14;5:47;19:20
2020;4;15;5:45;19:22
2020;4;16;5:43;19:23
2020;4;17;5:41;19:25
2020;4;18;5:39;19:26
2020;4;19;5:38;19:27
2020;4;20;5:36;19:29
2020;4;21;5:34;19:30
2020;4;22;5:32;19:32
2020;4;23;5:30;19:33
2020;4;24;5:29;19:34
2020;4;25;5:27;19:36
2020;4;26;5:25;19:37
2020;4;27;5:23;19:39
2020;4;28;5:22;19:40
2020;4;29;5:20;19:41
2020;4;30;5:18;19:43
2020;5;1;5:17;19:44
2020;5;2;5:15;19:45
2020;5;3;5:14;19:47
2020;5;4;5:12;19:48
2020;5;5;5:11;19:50
2020;5;6;5:09;19:51
2020;5;7;5:08;19:52
2020;5;8;5:06;19:54
2020;5;9;5:05;19:55
2020;5;10;5:03;19:56
2020;5;11;5:02;19:58
2020;5;12;5:01;19:59
2020;5;13;4:59;20:00
2020;5;14;4:58;20:01
2020;5;15;4:57;20:03
2020;5;16;4:56;20:04
2020;5;17;4:54;20:05
2020;5;18;4:53;20:06
2020;5;19;4:52;20:08
2020;5;20;4:51;20:09
2020;5;21;4:50;20:10
2020;5;22;4:49;20:11
2020;5;23;4:48;20:12
2020;5;24;4:47;20:13
2020;5;25;4:46;20:14
2020;5;26;4:45;20:16
2020;5;27;4:44;20:17
2020;5;28;4:44;20:18
2020;5;29;4:43;20:19
2020;5;30;4:42;20:20
2020;5;31;4:41;20:21
2020;6;1;4:41;20:21
2020;6;2;4:40;20:22
2020;6;3;4:40;20:23
2020;6;4;4:39;20:24
2020;6;5;4:39;20:25
2020;6;6;4:38;20:26
2020;6;7;4:38;20:26
2020;6;8;4:37;20:27
2020;6;9;4:37;20:28
2020;6;10;4:37;20:28
2020;6;11;4:37;20:29
2020;6;12;4:37;20:30
2020;6;13;4:36;20:30
2020;6;14;4:36;20:31
2020;6;15;4:36;20:31
2020;6;16;4:36;20:31
2020;6;17;4:36;20:32
2020;6;18;4:36;20:32
2020;6;19;4:36;20:32
2020;6;20;4:37;20:33
2020;6;21;4:37;20:33
2020;6;22;4:37;20:33
2020;6;23;4:37;20:33
2020;6;24;4:38;20:33
2020;6;25;4:38;20:33
2020;6;26;4:39;20:33
2020;6;27;4:39;20:33
2020;6;28;4:39;20:33
2020;6;29;4:40;20:33
2020;6;30;4:41;20:33
2020;7;1;4:41;20:33
2020;7;2;4:42;20:32
2020;7;3;4:42;20:32
2020;7;4;4:43;20:32
2020;7;5;4:44;20:31
2020;7;6;4:45;20:31
2020;7;7;4:45;20:30
2020;7;8;4:46;20:30
2020;7;9;4:47;20:29
2020;7;10;4:48;20:28
2020;7;11;4:49;20:28
2020;7;12;4:50;20:27
2020;7;13;4:51;20:26
2020;7;14;4:52;20:26
2020;7;15;4:53;20:25
2020;7;16;4:54;20:24
2020;7;17;4:55;20:23
2020;7;18;4:56;20:22
2020;7;19;4:57;20:21
2020;7;20;4:58;20:20
2020;7;21;4:59;20:19
2020;7;22;5:00;20:18
2020;7;23;5:01;20:17
2020;7;24;5:02;20:16
2020;7;25;5:04;20:15
2020;7;26;5:05;20:13
2020;7;27;5:06;20:12
2020;7;28;5:07;20:11
2020;7;29;5:09;20:10
2020;7;30;5:10;20:08
2020;7;31;5:11;20:07
2020;8;1;5:12;20:06
2020;8;2;5:14;20:04
2020;8;3;5:15;20:03
2020;8;4;5:16;20:01
2020;8;5;5:17;20:00
2020;8;6;5:19;19:58
2020;8;7;5:20;19:57
2020;8;8;5:21;19:55
2020;8;9;5:23;19:53
2020;8;10;5:24;19:52
2020;8;11;5:25;19:50
2020;8;12;5:26;19:48
2020;8;13;5:28;19:47
2020;8;14;5:29;19:45
2020;8;15;5:30;19:43
2020;8;16;5:32;19:42
2020;8;17;5:33;19:40
2020;8;18;5:34;19:38
2020;8;19;5:36;19:36
2020;8;20;5:37;19:34
2020;8;21;5:38;19:33
2020;8;22;5:40;19:31
2020;8;23;5:41;19:29
2020;8;24;5:42;19:27
2020;8;25;5:44;19:25
2020;8;26;5:45;19:23
2020;8;27;5:46;19:21
2020;8;28;5:48;19:19
2020;8;29;5:49;19:18
2020;8;30;5:50;19:16
2020;8;31;5:52;19:14
2020;9;1;5:53;19:12
2020;9;2;5:54;19:10
2020;9;3;5:56;19:08
2020;9;4;5:57;19:06
2020;9;5;5:58;19:04
2020;9;6;6:00;19:02
2020;9;7;6:01;19:00
2020;9;8;6:02;18:58
2020;9;9;6:04;18:56
2020;9;10;6:05;18:54
2020;9;11;6:06;18:52
2020;9;12;6:08;18:50
2020;9;13;6:09;18:48
2020;9;14;6:10;18:46
2020;9;15;6:12;18:43
2020;9;16;6:13;18:41
2020;9;17;6:14;18:39
2020;9;18;6:16;18:37
2020;9;19;6:17;18:35
2020;9;20;6:18;18:33
2020;9;21;6:20;18:31
2020;9;22;6:21;18:29
2020;9;23;6:22;18:27
2020;9;24;6:24;18:25
2020;9;25;6:25;18:23
2020;9;26;6:26;18:21
2020;9;27;6:28;18:19
2020;9;28;6:29;18:17
2020;9;29;6:31;18:15
2020;9;30;6:32;18:13
2020;10;1;6:33;18:11
2020;10;2;6:35;18:09
2020;10;3;6:36;18:07
2020;10;4;6:37;18:05
2020;10;5;6:39;18:03
2020;10;6;6:40;18:01
2020;10;7;6:42;17:59
2020;10;8;6:43;17:57
2020;10;9;6:44;17:55
2020;10;10;6:46;17:53
2020;10;11;6:47;17:51
2020;10;12;6:49;17:49
2020;10;13;6:50;17:47
2020;10;14;6:52;17:45
2020;10;15;6:53;17:44
2020;10;16;6:54;17:42
2020;10;17;6:56;17:40
2020;10;18;6:57;17:38
2020;10;19;6:59;17:36
2020;10;20;7:00;17:34
2020;10;21;7:02;17:33
2020;10;22;7:03;17:31
2020;10;23;7:05;17:29
2020;10;24;7:06;17:27
2020;10;25;6:08;16:26
2020;10;26;6:09;16:24
2020;10;27;6:11;16:22
2020;10;28;6:12;16:21
2020;10;29;6:14;16:19
2020;10;30;6:15;16:17
2020;10;31;6:17;16:16
2020;11;1;6:18;16:14
2020;11;2;6:20;16:13
2020;11;3;6:21;16:11
2020;11;4;6:23;16:10
2020;11;5;6:24;16:08
2020;11;6;6:26;16:07
2020;11;7;6:27;16:06
2020;11;8;6:29;16:04
2020;11;9;6:30;16:03
2020;11;10;6:32;16:02
2020;11;11;6:33;16:00
2020;11;12;6:35;15:59
2020;11;13;6:36;15:58
2020;11;14;6:38;15:57
2020;11;15;6:39;15:56
2020;11;16;6:41;15:55
2020;11;17;6:42;15:54
2020;11;18;6:43;15:53
2020;11;19;6:45;15:52
2020;11;20;6:46;15:51
2020;11;21;6:48;15:50
2020;11;22;6:49;15:49
2020;11;23;6:51;15:48
2020;11;24;6:52;15:47
2020;11;25;6:53;15:46
2020;11;26;6:55;15:46
2020;11;27;6:56;15:45
2020;11;28;6:57;15:45
2020;11;29;6:58;15:44
2020;11;30;7:00;15:43
2020;12;1;7:01;15:43
2020;12;2;7:02;15:43
2020;12;3;7:03;15:42
2020;12;4;7:05;15:42
2020;12;5;7:06;15:42
2020;12;6;7:07;15:41
2020;12;7;7:08;15:41
2020;12;8;7:09;15:41
2020;12;9;7:10;15:41
2020;12;10;7:11;15:41
2020;12;11;7:12;15:41
2020;12;12;7:13;15:41
2020;12;13;7:13;15:41
2020;12;14;7:14;15:41
2020;12;15;7:15;15:41
2020;12;16;7:16;15:42
2020;12;17;7:16;15:42
2020;12;18;7:17;15:42
2020;12;19;7:18;15:43
2020;12;20;7:18;15:43
2020;12;21;7:19;15:44
2020;12;22;7:19;15:44
2020;12;23;7:20;15:45
2020;12;24;7:20;15:45
2020;12;25;7:21;15:46
2020;12;26;7:21;15:47
2020;12;27;7:21;15:47
2020;12;28;7:21;15:48
2020;12;29;7:21;15:49
2020;12;30;7:22;15:50
2020;12;31;7:22;15:51
